cultura,ontology,traitDbId,traitId,traitName,defaultValue,n_observation_variables,observation_variables
Potato,CO_330,CO_330:0000273,CO_330:0000273,Plant vigor,,2,CO_330:0000276; CO_330:0000630
Potato,CO_330,CO_330:0000277,CO_330:0000277,Senescence,,2,CO_330:0000280; CO_330:0000631
Potato,CO_330,CO_330:0000281,CO_330:0000281,Plant emergence proportion,,1,CO_330:0000283
Potato,CO_330,CO_330:0000284,CO_330:0000284,Number of harvested plants,,1,CO_330:0000287
Potato,CO_330,CO_330:0000288,CO_330:0000288,Proportion of plants harvested,,1,CO_330:0000290
Potato,CO_330,CO_330:0000291,CO_330:0000291,Number of marketable tubers,,1,CO_330:0000293
Potato,CO_330,CO_330:0000294,CO_330:0000294,Number?of?marketable tubers per plant,,1,CO_330:0000297
Potato,CO_330,CO_330:0000298,CO_330:0000298,Non-marketable tuber number,,1,CO_330:0000300
Potato,CO_330,CO_330:0000301,CO_330:0000301,Tuber number,,1,CO_330:0000304
Potato,CO_330,CO_330:0000108,CO_330:0000108,Tuber number per plant,,1,CO_330:0000305
Potato,CO_330,CO_330:0000306,CO_330:0000306,Marketable tuber weight,,1,CO_330:0000308
Potato,CO_330,CO_330:0000309,CO_330:0000309,Marketable tuber weight per plant,,1,CO_330:0000311
Potato,CO_330,CO_330:0000312,CO_330:0000312,Non-marketable tuber weight,,1,CO_330:0000314
Potato,CO_330,CO_330:0000315,CO_330:0000315,Tuber weight,,2,CO_330:0000317; CO_330:0000843
Potato,CO_330,CO_330:0000318,CO_330:0000318,Tuber weight per plant,,1,CO_330:0000321
Potato,CO_330,CO_330:0000144,CO_330:0000144,Tuber yield no adjusted,,2,CO_330:0000323; CO_330:0000324
Potato,CO_330,CO_330:0000325,CO_330:0000325,Marketable tuber yield adjusted,,1,CO_330:0000327
Potato,CO_330,CO_330:0000328,CO_330:0000328,Marketable tuber yield no adjusted,,1,CO_330:0000330
Potato,CO_330,CO_330:0000331,CO_330:0000331,Average of tuber weight,,1,CO_330:0000333
Potato,CO_330,CO_330:0000334,CO_330:0000334,Average of marketable tuber weight,,1,CO_330:0000336
Potato,CO_330,CO_330:0000337,CO_330:0000337,Number of Stolons,,1,CO_330:0000340
Potato,CO_330,CO_330:0000341,CO_330:0000341,Length of stolons,,2,CO_330:0000344; CO_330:0000632
Potato,CO_330,CO_330:0000345,CO_330:0000345,Tuber appearance,,2,CO_330:0000348; CO_330:0000995
Potato,CO_330,CO_330:0000349,CO_330:0000349,Tuber uniformity,,1,CO_330:0000352
Potato,CO_330,CO_330:0000353,CO_330:0000353,Tuber size,,3,CO_330:0000356; CO_330:0000633; CO_330:0000998
Potato,CO_330,CO_330:0000357,CO_330:0000357,Late Blight severity,,1,CO_330:0000359
Potato,CO_330,CO_330:0000360,CO_330:0000360,Late blight AUDPC,,1,CO_330:0000363
Potato,CO_330,CO_330:0000364,CO_330:0000364,Late blight relative AUDPC,,1,CO_330:0000367
Potato,CO_330,CO_330:0000368,CO_330:0000368,Late blight susceptibility,,1,CO_330:0000371
Potato,CO_330,CO_330:0000123,CO_330:0000123,Late blight resistance,,2,CO_330:0000372; CO_330:0000623
Potato,CO_330,CO_330:0000126,CO_330:0000126,Potato virus X resistance,,1,CO_330:0000373
Potato,CO_330,CO_330:0000129,CO_330:0000129,Potato virus Y resistance,,1,CO_330:0000374
Potato,CO_330,CO_330:0000132,CO_330:0000132,Potatoleaf roll virus resistance,,2,CO_330:0000375; CO_330:0000624
Potato,CO_330,CO_330:0000135,CO_330:0000135,Bacterial wilt resistance,,2,CO_330:0000376; CO_330:0000625
Potato,CO_330,CO_330:0000138,CO_330:0000138,Root knot nematode resistance,,2,CO_330:0000377; CO_330:0000626
Potato,CO_330,CO_330:0000141,CO_330:0000141,Leaf miner fly resistance,,1,CO_330:0000378
Potato,CO_330,CO_330:0000171,CO_330:0000171,Tuber flavor after cooking,,4,CO_330:0000379; CO_330:0000628; CO_330:0000853; CO_330:0000855
Potato,CO_330,CO_330:0000174,CO_330:0000174,Tuber texture after cooking,,3,CO_330:0000380; CO_330:0000629; CO_330:0000862
Potato,CO_330,CO_330:0000180,CO_330:0000180,Tuber cooking quality,,1,CO_330:0000381
Potato,CO_330,CO_330:0000183,CO_330:0000183,Flesh darkening after cooking,,2,CO_330:0000382; CO_330:0000786
Potato,CO_330,CO_330:0000186,CO_330:0000186,Flesh color after cooking,,1,CO_330:0000383
Potato,CO_330,CO_330:0000189,CO_330:0000189,Chips color,,1,CO_330:0000384
Potato,CO_330,CO_330:0000385,CO_330:0000385,French fries color,,3,CO_330:0000388; CO_330:0000792; CO_330:0000795
Potato,CO_330,CO_330:0000195,CO_330:0000195,Tuber cooking time,,1,CO_330:0000389
Potato,CO_330,CO_330:0000192,CO_330:0000192,Tuber dry matter content,,2,CO_330:0000390; CO_330:0001081
Potato,CO_330,CO_330:0000391,CO_330:0000391,Tuber specific gravity,,2,CO_330:0000394; CO_330:0000781
Potato,CO_330,CO_330:0000177,CO_330:0000177,Chips oil absorption rate,,1,CO_330:0000395
Potato,CO_330,CO_330:0000147,CO_330:0000147,Plant growing period,,1,CO_330:0000396
Potato,CO_330,CO_330:0000153,CO_330:0000153,Tuber dormancy period,,2,CO_330:0000397; CO_330:0000996
Potato,CO_330,CO_330:0000159,CO_330:0000159,Tuber sprouting pattern,,1,CO_330:0000398
Potato,CO_330,CO_330:0000162,CO_330:0000162,Heat tolerance,,2,CO_330:0000399; CO_330:0000627
Potato,CO_330,CO_330:0000165,CO_330:0000165,Salinity tolerance,,1,CO_330:0000400
Potato,CO_330,CO_330:0000168,CO_330:0000168,Pollen viability,,1,CO_330:0000401
Potato,CO_330,CO_330:0000201,CO_330:0000201,Tuber Iron concentration in dry weight basis,,2,CO_330:0000402; CO_330:0000404
Potato,CO_330,CO_330:0000405,CO_330:0000405,Tuber Iron concentration in fresh weight basis,,1,CO_330:0000407
Potato,CO_330,CO_330:0000204,CO_330:0000204,Tuber Zinc concentration in dry weight basis,,2,CO_330:0000408; CO_330:0000409
Potato,CO_330,CO_330:0000410,CO_330:0000410,Tuber Zinc concentration in fresh weight basis,,1,CO_330:0000412
Potato,CO_330,CO_330:0000413,CO_330:0000413,Tuber Anthocyanin concentration in dry weight basis,,1,CO_330:0000414
Potato,CO_330,CO_330:0000415,CO_330:0000415,Tuber Anthocyanin concentration in fresh weight basis,,1,CO_330:0000417
Potato,CO_330,CO_330:0000210,CO_330:0000210,Tuber Hydrophilic antioxidant activity in dry weight basis,,1,CO_330:0000418
Potato,CO_330,CO_330:0000419,CO_330:0000419,Tuber Hydrophilic antioxidant activity in fresh weight basis,,1,CO_330:0000421
Potato,CO_330,CO_330:0000213,CO_330:0000213,Tuber Lipophilic antioxidant activity in dry weight basis,,1,CO_330:0000422
Potato,CO_330,CO_330:0000423,CO_330:0000423,Tuber Lipophilic antioxidant activity in fresh weight basis,,1,CO_330:0000425
Potato,CO_330,CO_330:0000198,CO_330:0000198,Tuber Ascorbic acid concentration in dry weight basis,,1,CO_330:0000426
Potato,CO_330,CO_330:0000427,CO_330:0000427,Tuber Ascorbic acid concentration in fresh weight basis,,1,CO_330:0000429
Potato,CO_330,CO_330:0000430,CO_330:0000430,Tuber protein content,,1,CO_330:0000432
Potato,CO_330,CO_330:0000433,CO_330:0000433,Tuber starch content,,1,CO_330:0000435
Potato,CO_330,CO_330:0000436,CO_330:0000436,Tuber fructose content,,1,CO_330:0000438
Potato,CO_330,CO_330:0000439,CO_330:0000439,Tuber glucose concentration,,3,CO_330:0000441; CO_330:0000858; CO_330:0001030
Potato,CO_330,CO_330:0000442,CO_330:0000442,Tuber sucrose content,,1,CO_330:0000444
Potato,CO_330,CO_330:0000445,CO_330:0000445,Tuber maltose content,,1,CO_330:0000447
Potato,CO_330,CO_330:0000448,CO_330:0000448,Tuber fiber content,,1,CO_330:0000450
Potato,CO_330,CO_330:0000451,CO_330:0000451,Marketable quality,,2,CO_330:0000634; CO_330:0000635
Potato,CO_330,CO_330:0000452,CO_330:0000452,Farmers preference at flowering,,2,CO_330:0000636; CO_330:0000637
Potato,CO_330,CO_330:0000453,CO_330:0000453,Farmers preference  at harvest,,2,CO_330:0000638; CO_330:0000639
Potato,CO_330,CO_330:0000454,CO_330:0000454,Farmers preference at postharvest,,2,CO_330:0000640; CO_330:0000641
Potato,CO_330,CO_330:0000456,CO_330:0000456,Tuber calcium concentration,,2,CO_330:0000642; CO_330:0000643
Potato,CO_330,CO_330:0000457,CO_330:0000457,Tuber magnesium concentration,,2,CO_330:0000644; CO_330:0000645
Potato,CO_330,CO_330:0000458,CO_330:0000458,Tuber potassium concentration,,2,CO_330:0000646; CO_330:0000647
Potato,CO_330,CO_330:0000459,CO_330:0000459,Tuber phosphorus concentration,,2,CO_330:0000648; CO_330:0000649
Potato,CO_330,CO_330:0000460,CO_330:0000460,Tuber sulfur concentration,,2,CO_330:0000650; CO_330:0000651
Potato,CO_330,CO_330:0000461,CO_330:0000461,Tuber chlorogenic acid concentration,,2,CO_330:0000652; CO_330:0000653
Potato,CO_330,CO_330:0000462,CO_330:0000462,Tuber caffeic acid concentration,,2,CO_330:0000654; CO_330:0000655
Potato,CO_330,CO_330:0000463,CO_330:0000463,Tuber tryptophan concentration,,2,CO_330:0000656; CO_330:0000657
Potato,CO_330,CO_330:0000464,CO_330:0000464,Tuber total phenolic concentration,,2,CO_330:0000658; CO_330:0000659
Potato,CO_330,CO_330:0000465,CO_330:0000465,Tuber glycoalkaloid concentration,,2,CO_330:0000660; CO_330:0000661
Potato,CO_330,CO_330:0000466,CO_330:0000466,Tuber violaxanthin concentration,,2,CO_330:0000662; CO_330:0000663
Potato,CO_330,CO_330:0000467,CO_330:0000467,Tuber antheraxanthin concentration,,2,CO_330:0000664; CO_330:0000665
Potato,CO_330,CO_330:0000468,CO_330:0000468,Tuber lutein concentration,,2,CO_330:0000666; CO_330:0000667
Potato,CO_330,CO_330:0000469,CO_330:0000469,Tuber zeaxanthine concentration,,2,CO_330:0000668; CO_330:0000669
Potato,CO_330,CO_330:0000470,CO_330:0000470,Tuber beta-carotene concentration,,2,CO_330:0000670; CO_330:0000671
Potato,CO_330,CO_330:0000471,CO_330:0000471,Tuber neoxanthine concentration,,2,CO_330:0000672; CO_330:0000673
Potato,CO_330,CO_330:0000472,CO_330:0000472,Tuber total carotenoid concentration,,2,CO_330:0000674; CO_330:0000675
Potato,CO_330,CO_330:0000474,CO_330:0000474,Identified criteria at flowering,,1,CO_330:0000676
Potato,CO_330,CO_330:0000475,CO_330:0000475,Identified criteria at harvest,,1,CO_330:0000677
Potato,CO_330,CO_330:0000476,CO_330:0000476,Identified criteria  at post-harvest,,1,CO_330:0000678
Potato,CO_330,CO_330:0000477,CO_330:0000477,Plant architecture,,1,CO_330:0000679
Potato,CO_330,CO_330:0000478,CO_330:0000478,Foliage color,,1,CO_330:0000680
Potato,CO_330,CO_330:0000479,CO_330:0000479,Leaf type,,1,CO_330:0000681
Potato,CO_330,CO_330:0000480,CO_330:0000480,Flower color,,1,CO_330:0000682
Potato,CO_330,CO_330:0000481,CO_330:0000481,Rizoctoniasis Resistance,,1,CO_330:0000683
Potato,CO_330,CO_330:0000482,CO_330:0000482,Mosaic virus resistance,,1,CO_330:0000684
Potato,CO_330,CO_330:0000483,CO_330:0000483,Reaction to Moth,,1,CO_330:0000685
Potato,CO_330,CO_330:0000484,CO_330:0000484,Reaction to Aphids,,1,CO_330:0000686
Potato,CO_330,CO_330:0000485,CO_330:0000485,Reaction to potato weevil,,1,CO_330:0000687
Potato,CO_330,CO_330:0000486,CO_330:0000486,Drought tolerance,,1,CO_330:0000688
Potato,CO_330,CO_330:0000487,CO_330:0000487,Hailstorm tolerance,,1,CO_330:0000689
Potato,CO_330,CO_330:0000488,CO_330:0000488,Frost tolerant,,1,CO_330:0000690
Potato,CO_330,CO_330:0000489,CO_330:0000489,Moisture  tolerance,,1,CO_330:0000691
Potato,CO_330,CO_330:0000490,CO_330:0000490,Number of eyes,,1,CO_330:0000692
Potato,CO_330,CO_330:0000491,CO_330:0000491,Tuber skin texture,,1,CO_330:0000693
Potato,CO_330,CO_330:0000492,CO_330:0000492,Home consumption,,1,CO_330:0000694
Potato,CO_330,CO_330:0000493,CO_330:0000493,Earliness of sprouting,,1,CO_330:0000695
Potato,CO_330,CO_330:0000494,CO_330:0000494,Sprout type,,1,CO_330:0000696
Potato,CO_330,CO_330:0000495,CO_330:0000495,Global Farmer preference,,1,CO_330:0000697
Potato,CO_330,CO_330:0000496,CO_330:0000496,Appearance after cooking,,1,CO_330:0000698
Potato,CO_330,CO_330:0000703,CO_330:0000703,Canopy cover,,3,CO_330:0000728; CO_330:0000730; CO_330:0000732
Potato,CO_330,CO_330:0000733,CO_330:0000733,Harvest index,,2,CO_330:0000735; CO_330:0000738
Potato,CO_330,CO_330:0000739,CO_330:0000739,Relative water content,,1,CO_330:0000741
Potato,CO_330,CO_330:0000707,CO_330:0000707,French fries texture,,2,CO_330:0000743; CO_330:0000745
Potato,CO_330,CO_330:0000705,CO_330:0000705,Canopy temperature,,3,CO_330:0000747; CO_330:0000749; CO_330:0000751
Potato,CO_330,CO_330:0000706,CO_330:0000706,Canopy temperature depression,,2,CO_330:0000753; CO_330:0000755
Potato,CO_330,CO_330:0000756,CO_330:0000756,Plant height,,1,CO_330:0000758
Potato,CO_330,CO_330:0000759,CO_330:0000759,Root diameter,,1,CO_330:0000761
Potato,CO_330,CO_330:0000762,CO_330:0000762,Root length,,1,CO_330:0000764
Potato,CO_330,CO_330:0000709,CO_330:0000709,Leaflet area,,3,CO_330:0000765; CO_330:0000766; CO_330:0000812
Potato,CO_330,CO_330:0000767,CO_330:0000767,Drought stress intensity,,1,CO_330:0000769
Potato,CO_330,CO_330:0000770,CO_330:0000770,Degree of canopy wilting,,1,CO_330:0000773
Potato,CO_330,CO_330:0000774,CO_330:0000774,Drought susceptibility index,,1,CO_330:0000776
Potato,CO_330,CO_330:0000777,CO_330:0000777,Drought tolerance index,,2,CO_330:0000779; CO_330:0000837
Potato,CO_330,CO_330:0000782,CO_330:0000782,Water use efficiency,,1,CO_330:0000784
Potato,CO_330,CO_330:0000787,CO_330:0000787,French fries appearance,,1,CO_330:0000790
Potato,CO_330,CO_330:0000700,CO_330:0000700,Shoot system dry matter content,,2,CO_330:0000796; CO_330:0000814
Potato,CO_330,CO_330:0000701,CO_330:0000701,Biomass dry matter content,,2,CO_330:0000797; CO_330:0000827
Potato,CO_330,CO_330:0000702,CO_330:0000702,Biomass weight,,4,CO_330:0000798; CO_330:0000799; CO_330:0000828; CO_330:0000829
Potato,CO_330,CO_330:0000708,CO_330:0000708,Leaf chlorophyll content,,3,CO_330:0000802; CO_330:0000805; CO_330:0000808
Potato,CO_330,CO_330:0000711,CO_330:0000711,Root system Dry matter content,,2,CO_330:0000813; CO_330:0000830
Potato,CO_330,CO_330:0000815,CO_330:0000815,Leaflet turgid weight,,1,CO_330:0000818
Potato,CO_330,CO_330:0000819,CO_330:0000819,Plant disease incidence,,1,CO_330:0000822
Potato,CO_330,CO_330:0000823,CO_330:0000823,Plant evapotranspiration,,1,CO_330:0000826
Potato,CO_330,CO_330:0000831,CO_330:0000831,Root density,,1,CO_330:0000834
Potato,CO_330,CO_330:0000710,CO_330:0000710,Plant productivity,,2,CO_330:0000839; CO_330:0000841
Potato,CO_330,CO_330:0000844,CO_330:0000844,Stem diameter,,1,CO_330:0000847
Potato,CO_330,CO_330:0000848,CO_330:0000848,Stem number,,1,CO_330:0000851
Potato,CO_330,CO_330:0000704,CO_330:0000704,Canopy reflectance,,3,CO_330:0000860; CO_330:0000864; CO_330:0000866
Potato,CO_330,CO_330:0000869,CO_330:0000869,Tuber overall quality,,1,CO_330:0000868
Potato,CO_330,CO_330:0000873,CO_330:0000873,Plant pest incidence,,1,CO_330:0000872
Potato,CO_330,CO_330:0000875,CO_330:0000875,Maturity time,,1,CO_330:0000874
Potato,CO_330,CO_330:0000877,CO_330:0000877,Marketable quality after harvest,,1,CO_330:0000876
Potato,CO_330,CO_330:0000879,CO_330:0000879,Marketable quality after storage,,1,CO_330:0000878
Potato,CO_330,CO_330:0000903,CO_330:0000903,Boiled potato moisture release,,1,CO_330:0000880
Potato,CO_330,CO_330:0000904,CO_330:0000904,Boiled potato bitter aftertaste,,1,CO_330:0000881
Potato,CO_330,CO_330:0000905,CO_330:0000905,Boiled potato crunchiness,,1,CO_330:0000882
Potato,CO_330,CO_330:0000906,CO_330:0000906,Boiled potato translucency,,1,CO_330:0000883
Potato,CO_330,CO_330:0000907,CO_330:0000907,Boiled potato cohesiveness (moldability),,1,CO_330:0000884
Potato,CO_330,CO_330:0000908,CO_330:0000908,Boiled potato cooked carrot aroma,,1,CO_330:0000885
Potato,CO_330,CO_330:0000909,CO_330:0000909,Boiled potato fracturability in mouth,,1,CO_330:0000886
Sweet Potato,CO_331,CO_331:0000001,CO_331:0000001,Plant type,,1,CO_331:0000147
Sweet Potato,CO_331,CO_331:0000004,CO_331:0000004,Ground cover,,1,CO_331:0000148
Sweet Potato,CO_331,CO_331:0000007,CO_331:0000007,Twining,,1,CO_331:0000149
Sweet Potato,CO_331,CO_331:0000010,CO_331:0000010,Vine predominant color,,1,CO_331:0000150
Sweet Potato,CO_331,CO_331:0000013,CO_331:0000013,Vine secondary color,,1,CO_331:0000151
Sweet Potato,CO_331,CO_331:0000016,CO_331:0000016,Vine tips pubescence,,1,CO_331:0000152
Sweet Potato,CO_331,CO_331:0000153,CO_331:0000153,Vine internode length,,2,CO_331:0000156; CO_331:0001032
Sweet Potato,CO_331,CO_331:0000157,CO_331:0000157,Vine internode diameter,,1,CO_331:0000160
Sweet Potato,CO_331,CO_331:0000019,CO_331:0000019,Leaf general outline,,1,CO_331:0000161
Sweet Potato,CO_331,CO_331:0000022,CO_331:0000022,Leaf lobe type,,1,CO_331:0000162
Sweet Potato,CO_331,CO_331:0000025,CO_331:0000025,Leaf lobe number,,1,CO_331:0000163
Sweet Potato,CO_331,CO_331:0000028,CO_331:0000028,Leaf central lobe shape,,1,CO_331:0000164
Sweet Potato,CO_331,CO_331:0000031,CO_331:0000031,Mature leaf size,,2,CO_331:0000165; CO_331:0001031
Sweet Potato,CO_331,CO_331:0000034,CO_331:0000034,Abaxial leaf vein pigmentation,,1,CO_331:0000166
Sweet Potato,CO_331,CO_331:0000037,CO_331:0000037,Mature leaf color,,1,CO_331:0000167
Sweet Potato,CO_331,CO_331:0000040,CO_331:0000040,Immature leaf color,,1,CO_331:0000168
Sweet Potato,CO_331,CO_331:0000043,CO_331:0000043,Petiole pigmentation,,1,CO_331:0000169
Sweet Potato,CO_331,CO_331:0000170,CO_331:0000170,Petiole length,,1,CO_331:0000173
Sweet Potato,CO_331,CO_331:0000046,CO_331:0000046,Flower color,,1,CO_331:0000174
Sweet Potato,CO_331,CO_331:0000049,CO_331:0000049,Storage root skin predominant color,,2,CO_331:0000175; CO_331:0000780
Sweet Potato,CO_331,CO_331:0000052,CO_331:0000052,Storage root skin intensity of predominant color,,1,CO_331:0000176
Sweet Potato,CO_331,CO_331:0000055,CO_331:0000055,Storage root skin secondary skin color,,1,CO_331:0000177
Sweet Potato,CO_331,CO_331:0000058,CO_331:0000058,Storage root predominant Flesh color,,1,CO_331:0000178
Sweet Potato,CO_331,CO_331:0000061,CO_331:0000061,Storage root flesh secondary color,,1,CO_331:0000179
Sweet Potato,CO_331,CO_331:0000064,CO_331:0000064,Storage root flesh distribution of secondary color,,1,CO_331:0000180
Sweet Potato,CO_331,CO_331:0000067,CO_331:0000067,Storage root primary shape,,2,CO_331:0000181; CO_331:0000774
Sweet Potato,CO_331,CO_331:0000070,CO_331:0000070,Storage root latex production,,1,CO_331:0000182
Sweet Potato,CO_331,CO_331:0000073,CO_331:0000073,Storage root oxidation,,1,CO_331:0000183
Sweet Potato,CO_331,CO_331:0000076,CO_331:0000076,Storage root size,,1,CO_331:0000184
Sweet Potato,CO_331,CO_331:0000189,CO_331:0000189,Number of plants established,,1,CO_331:0000192
Sweet Potato,CO_331,CO_331:0000094,CO_331:0000094,Virus symptoms,,1,CO_331:0000193
Sweet Potato,CO_331,CO_331:0000194,CO_331:0000194,Vine vigor,,1,CO_331:0000197
Sweet Potato,CO_331,CO_331:0000091,CO_331:0000091,Reaction to Alternaria spp,,1,CO_331:0000198
Sweet Potato,CO_331,CO_331:0000199,CO_331:0000199,Storage root appearance,,2,CO_331:0000202; CO_331:0000793
Sweet Potato,CO_331,CO_331:0000203,CO_331:0000203,Storage root damage,,1,CO_331:0000206
Sweet Potato,CO_331,CO_331:0000088,CO_331:0000088,Reaction to sweet potato weevil,,1,CO_331:0000207
Sweet Potato,CO_331,CO_331:0000208,CO_331:0000208,Number of plants with storage roots,,1,CO_331:0000211
Sweet Potato,CO_331,CO_331:0000212,CO_331:0000212,Number of commercial storage roots,,3,CO_331:0000214; CO_331:0000993; CO_331:2000036
Sweet Potato,CO_331,CO_331:0000215,CO_331:0000215,Number of non-commercial storage roots,,1,CO_331:0000217
Sweet Potato,CO_331,CO_331:0000218,CO_331:0000218,Weight of commercial storage roots,,1,CO_331:0000220
Sweet Potato,CO_331,CO_331:0000221,CO_331:0000221,Weight of non-commercial storage roots,,1,CO_331:0000223
Sweet Potato,CO_331,CO_331:0000224,CO_331:0000224,Vine weight,,3,CO_331:0000227; CO_331:0000990; CO_331:0000991
Sweet Potato,CO_331,CO_331:0000079,CO_331:0000079,Number of storage roots,,3,CO_331:0000230; CO_331:0000233; CO_331:0000994
Sweet Potato,CO_331,CO_331:0000234,CO_331:0000234,Total storage root weight,,1,CO_331:0000237
Sweet Potato,CO_331,CO_331:0000097,CO_331:0000097,Storage root cracking,,1,CO_331:0000239
Sweet Potato,CO_331,CO_331:0000240,CO_331:0000240,Fresh weight of the storage root,,1,CO_331:0000243
Sweet Potato,CO_331,CO_331:0000244,CO_331:0000244,Dry weight of the storage root,,1,CO_331:0000247
Sweet Potato,CO_331,CO_331:0000248,CO_331:0000248,Fresh weight of vines,,1,CO_331:0000251
Sweet Potato,CO_331,CO_331:0000252,CO_331:0000252,Dry weight of vines,,1,CO_331:0000255
Sweet Potato,CO_331,CO_331:0000256,CO_331:0000256,Boiled storage root fiber content,,1,CO_331:0000259
Sweet Potato,CO_331,CO_331:0000130,CO_331:0000130,Storage root fiber content,,2,CO_331:0000260; CO_331:0001038
Sweet Potato,CO_331,CO_331:0000139,CO_331:0000139,Boiled storage root flesh sweetness,,1,CO_331:0000261
Sweet Potato,CO_331,CO_331:0000136,CO_331:0000136,Storage root flesh texture,,2,CO_331:0000263; CO_331:0000265
Sweet Potato,CO_331,CO_331:0000266,CO_331:0000266,Boiled storage root flesh taste,,1,CO_331:0000269
Sweet Potato,CO_331,CO_331:0000270,CO_331:0000270,Boiled storage root appearance,,1,CO_331:0000273
Sweet Potato,CO_331,CO_331:0000274,CO_331:0000274,Sprouting ability,,1,CO_331:0000277
Sweet Potato,CO_331,CO_331:0000100,CO_331:0000100,Storage root protein content in dry weight basis,,2,CO_331:0000278; CO_331:0001009
Sweet Potato,CO_331,CO_331:0002079,CO_331:0002079,Storage root iron concentration in fresh weight basis,,2,CO_331:0000279; CO_331:0001036
Sweet Potato,CO_331,CO_331:0002054,CO_331:0002054,Storage root zinc concentration in fresh weight basis,,2,CO_331:0000280; CO_331:0001037
Sweet Potato,CO_331,CO_331:0002053,CO_331:0002053,Storage root calcium concentration in fresh weight basis,,2,CO_331:0000284; CO_331:0001039
Sweet Potato,CO_331,CO_331:0002057,CO_331:0002057,Storage root magnesium concentration in fresh weight basis,,2,CO_331:0000288; CO_331:0001040
Sweet Potato,CO_331,CO_331:0002051,CO_331:0002051,Storage root beta-carotene concentration in dry weight basis,,3,CO_331:0000289; CO_331:0001018; CO_331:0001019
Sweet Potato,CO_331,CO_331:0002052,CO_331:0002052,Storage root total carotenoid concentration in dry weight basis,,3,CO_331:0000290; CO_331:0001024; CO_331:0001025
Sweet Potato,CO_331,CO_331:0000115,CO_331:0000115,Storage root starch content in dry weight basis,,2,CO_331:0000291; CO_331:2000027
Sweet Potato,CO_331,CO_331:0000118,CO_331:0000118,Storage root fructose content,,2,CO_331:0000292; CO_331:2000031
Sweet Potato,CO_331,CO_331:0000121,CO_331:0000121,Storage root glucose content,,2,CO_331:0000293; CO_331:2000030
Sweet Potato,CO_331,CO_331:0000124,CO_331:0000124,Storage root sucrose content,,2,CO_331:0000294; CO_331:2000028
Sweet Potato,CO_331,CO_331:0000127,CO_331:0000127,Storage root maltose content,,2,CO_331:0000295; CO_331:2000029
Sweet Potato,CO_331,CO_331:0000082,CO_331:0000082,Total storage roots yield,,1,CO_331:0000296
Sweet Potato,CO_331,CO_331:0000142,CO_331:0000142,Storage root dry matter content,,1,CO_331:0000297
Sweet Potato,CO_331,CO_331:0000298,CO_331:0000298,Survival index,,1,CO_331:0000301
Sweet Potato,CO_331,CO_331:0000085,CO_331:0000085,Harvest index,,1,CO_331:0000302
Sweet Potato,CO_331,CO_331:0002056,CO_331:0002056,Overall disease symptoms of the storage root,,1,CO_331:0000600
Sweet Potato,CO_331,CO_331:0000601,CO_331:0000601,Weight of total storage roots,,1,CO_331:0000609
Sweet Potato,CO_331,CO_331:0000602,CO_331:0000602,Weight of canner storage roots,,1,CO_331:0000610
Sweet Potato,CO_331,CO_331:0000603,CO_331:0000603,Weight of jumbo storage roots,,1,CO_331:0000611
Sweet Potato,CO_331,CO_331:0000604,CO_331:0000604,Weight of cull storage roots,,1,CO_331:0000612
Sweet Potato,CO_331,CO_331:0000605,CO_331:0000605,Weight of 90 count US no. 1 storage roots,,1,CO_331:0000613
Sweet Potato,CO_331,CO_331:0000606,CO_331:0000606,Weight of 55 count US no. 1 storage roots,,1,CO_331:0000614
Sweet Potato,CO_331,CO_331:0000607,CO_331:0000607,Weight of 40 count US no. 1 storage roots,,1,CO_331:0000615
Sweet Potato,CO_331,CO_331:0000608,CO_331:0000608,Weight of 32 count US no. 1 storage roots,,1,CO_331:0000616
Sweet Potato,CO_331,CO_331:0000303,CO_331:0000303,Number of plants planted,,1,CO_331:0000678
Sweet Potato,CO_331,CO_331:0000304,CO_331:0000304,Number of plants harvested,,1,CO_331:0000679
Sweet Potato,CO_331,CO_331:0000308,CO_331:0000308,Average commercial storage root weight,,1,CO_331:0000680
Sweet Potato,CO_331,CO_331:0000309,CO_331:0000309,Storage roots yield,,2,CO_331:0000681; CO_331:0000989
Sweet Potato,CO_331,CO_331:0000310,CO_331:0000310,Proportion of commercial storage roots,,1,CO_331:0000682
Sweet Potato,CO_331,CO_331:0000311,CO_331:0000311,Biomass yield,,2,CO_331:0000683; CO_331:0001003
Sweet Potato,CO_331,CO_331:0000312,CO_331:0000312,Total foliage yield,,1,CO_331:0000684
Sweet Potato,CO_331,CO_331:0000103,CO_331:0000103,Storage root iron concentration in dry weight basis,,2,CO_331:0000685; CO_331:0001016
Sweet Potato,CO_331,CO_331:0000106,CO_331:0000106,Storage root zinc concentration in dry weight basis,,2,CO_331:0000686; CO_331:0001017
Sweet Potato,CO_331,CO_331:0000281,CO_331:0000281,Storage root calcium concentration in dry weight basis,,2,CO_331:0000687; CO_331:0001029
Sweet Potato,CO_331,CO_331:0000285,CO_331:0000285,Storage root magnesium concentration in dry weight basis,,2,CO_331:0000688; CO_331:0001030
Sweet Potato,CO_331,CO_331:0000133,CO_331:0000133,Flesh color of boiled storage roots,,1,CO_331:0000689
Sweet Potato,CO_331,CO_331:0000423,CO_331:0000423,Storage root surface primary defects,,2,CO_331:0000690; CO_331:0000790
Sweet Potato,CO_331,CO_331:0000327,CO_331:0000327,Storage root Cortex Thickness,,1,CO_331:0000691
